event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,high_pass,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_passing_options,passing_option_at_pass_moment,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched,fully_extrapolated
7_0,0,1846146,118,132,00:03.8,00:05.2,0,3,1.4,1,2,right_to_left,7,passing_option,62445,B. Banda,19,CF,149873,A. Moorhouse,1,GK,2334,Orlando Pride,4.94,12.65,2,half_space_left,2,middle_third,False,12.62,11.56,2,half_space_left,2,middle_third,False,8_1,113,1_0,8,run_ahead_of_the_ball,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,7.77,-8.08,1,forward,False,False,21.47,3,hsr,6.34,4.75,-1.59,22.32,21.73,17.38,9.11,-8.27,32.68,33.27,0.59,True,True,,True,442.0,3,True,1,through,True,1,through,False,,,2,second_last,1,through,52.94,3,long,12.5,1,forward,,,,,,,True,10,4,6,3,ahead,3,ahead,46.13,52.94,-39.49,0.23,3,center,1,defensive_third,False,-39.06,0.1,3,center,1,defensive_third,False,True,False,,False,False,0.0038,0.7794,0.8661,True,132,True,1,True,False,False,,False
7_1,1,1846146,123,132,00:04.3,00:05.2,0,4,0.9,1,2,right_to_left,7,passing_option,610122,S. Yates,16,LW,149873,A. Moorhouse,1,GK,2334,Orlando Pride,6.32,20.8,1,wide_left,2,middle_third,False,10.58,20.59,1,wide_left,2,middle_third,False,8_1,113,1_1,8,run_ahead_of_the_ball,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,3.82,-2.82,1,forward,False,False,,,,4.53,1.36,-3.17,22.01,21.73,15.69,11.15,-4.54,32.99,33.27,0.28,False,False,,True,442.0,3,True,2,around,True,1,through,False,,,2,second_last,1,through,53.7,3,long,22.43,1,forward,,,,,,,True,10,4,6,3,ahead,3,ahead,50.17,53.7,-39.39,0.13,3,center,1,defensive_third,False,-39.06,0.1,3,center,1,defensive_third,False,False,False,,False,False,0.0028,0.7697,0.8009,True,132,False,1,True,False,False,,False
7_2,2,1846146,194,200,00:11.4,00:12.0,0,11,0.6,1,2,right_to_left,7,passing_option,62389,Angelina,12,LM,22542,Marta,19,CF,2334,Orlando Pride,8.36,11.64,2,half_space_left,2,middle_third,False,9.43,12.28,2,half_space_left,2,middle_third,False,8_4,194,,,,3,drawing,0,0,3,1,create,9,medium_block,True,False,1.25,30.88,1,forward,False,False,7.4,1,jogging,4.63,3.9,-0.73,27.07,25.84,18.71,16.41,-2.3,27.93,29.16,1.23,True,True,False,True,4411.0,2,,,,False,,,False,,,,,,,4.51,1,short,104.9,3,sideway_left,3.45,1,short,106.86,3,sideway_left,False,6,6,0,2,same_line,2,same_line,4.85,4.51,10.74,7.41,3,center,2,middle_third,False,10.59,7.92,3,center,2,middle_third,False,True,True,True,False,False,0.0039,0.9122,0.9434,True,200,True,2,True,True,True,True,False
7_3,3,1846146,194,200,00:11.4,00:12.0,0,11,0.6,1,2,right_to_left,7,passing_option,149882,K. Abello,2,LB,22542,Marta,19,CF,2334,Orlando Pride,11.54,17.04,2,half_space_left,2,middle_third,False,10.7,17.83,2,half_space_left,2,middle_third,False,8_4,194,,,,3,drawing,0,0,3,1,create,9,medium_block,True,False,1.15,136.76,2,backward,False,False,6.91,1,jogging,3.77,3.84,0.07,27.07,25.84,15.53,15.14,-0.39,27.93,29.16,1.23,False,False,,True,4411.0,2,,,,False,,,False,,,,,,,9.72,1,short,85.99,3,sideway_left,,,,,,,False,6,6,0,2,same_line,2,same_line,9.66,9.91,10.74,7.41,3,center,2,middle_third,False,10.59,7.92,3,center,2,middle_third,False,False,False,,False,False,0.0023,0.9437,0.8376,True,195,True,2,True,True,True,,False
7_4,4,1846146,196,200,00:11.6,00:12.0,0,11,0.4,1,2,right_to_left,7,passing_option,62445,B. Banda,19,CF,22542,Marta,19,CF,2334,Orlando Pride,21.18,7.36,3,center,3,attacking_third,False,21.14,7.2,3,center,3,attacking_third,False,8_4,194,,,,3,drawing,0,0,3,1,create,9,medium_block,True,False,0.21,-104.62,4,sideway_right,False,False,1.68,1,jogging,5.73,4.98,-0.75,26.65,25.84,5.47,4.7,-0.77,28.35,29.16,0.81,True,True,,True,4411.0,2,,,,False,,,False,,,,,,,10.54,1,short,-3.1,1,forward,,,,,,,True,6,4,2,3,ahead,3,ahead,10.5,10.57,10.68,7.53,3,center,2,middle_third,False,10.59,7.92,3,center,2,middle_third,False,False,False,,False,False,0.0178,0.7713,0.6519,True,199,True,2,True,True,True,,False
7_5,5,1846146,207,221,00:12.7,00:14.1,0,12,1.4,1,2,right_to_left,7,passing_option,149882,K. Abello,2,LB,62389,Angelina,12,LM,2334,Orlando Pride,9.88,18.98,2,half_space_left,2,middle_third,False,11.4,22.17,1,wide_left,2,middle_third,False,8_5,207,,,,3,drawing,0,0,4,2,finish,8,low_block,True,False,3.81,64.52,3,sideway_left,True,False,9.9,1,jogging,4.41,6.41,2.0,24.76,25.87,14.88,14.47,-0.41,30.24,29.13,-1.11,False,False,,False,,,,,,,,,,,,,,,,9.52,1,short,115.57,3,sideway_left,,,,,,,False,6,7,-1,2,same_line,1,behind,6.04,9.81,10.88,13.02,2,half_space_left,2,middle_third,False,15.67,13.34,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0037,0.7041,0.6138,True,220,True,2,False,True,True,,False
7_6,6,1846146,207,228,00:12.7,00:14.8,0,12,2.1,1,2,right_to_left,7,passing_option,62445,B. Banda,19,CF,62389,Angelina,12,LM,2334,Orlando Pride,21.37,7.44,3,center,3,attacking_third,False,27.61,11.84,2,half_space_left,3,attacking_third,False,8_5,207,1_2,1,behind,3,drawing,0,0,4,2,finish,8,low_block,True,False,7.22,35.19,1,forward,True,False,13.3,1,jogging,3.59,2.88,-0.71,24.76,28.63,3.39,1.02,-2.37,30.24,26.37,-3.87,True,True,False,False,,,,,,,,,,,,,,,,8.44,1,short,-13.64,1,forward,1.83,1,short,165.43,2,backward,True,5,0,5,3,ahead,3,ahead,11.88,8.44,10.88,13.02,2,half_space_left,2,middle_third,False,19.41,13.83,2,half_space_left,3,attacking_third,False,True,True,False,True,False,0.0306,0.6571,0.8645,True,228,True,2,True,True,True,True,False
7_7,7,1846146,207,228,00:12.7,00:14.8,0,12,2.1,1,2,right_to_left,7,passing_option,610122,S. Yates,16,LW,62389,Angelina,12,LM,2334,Orlando Pride,22.03,17.13,2,half_space_left,3,attacking_third,False,23.89,19.69,2,half_space_left,3,attacking_third,False,8_5,207,,,,3,drawing,0,0,4,2,finish,8,low_block,True,False,3.96,54.0,3,sideway_left,False,False,9.15,1,jogging,0.48,4.4,3.92,24.76,28.63,2.73,4.74,2.01,30.24,26.37,-3.87,False,False,,False,,,,,,,,,,,,,,,,7.38,1,short,52.6,3,sideway_left,,,,,,,True,5,4,1,3,ahead,3,ahead,11.88,7.38,10.88,13.02,2,half_space_left,2,middle_third,False,19.41,13.83,2,half_space_left,3,attacking_third,False,False,False,,False,False,0.0126,0.8868,0.9334,True,228,True,2,True,True,True,,False
7_8,8,1846146,555,571,00:47.5,00:49.1,0,47,1.6,1,2,right_to_left,7,passing_option,149873,A. Moorhouse,1,GK,149954,K. Strom,4,LCB,2334,Orlando Pride,-42.49,7.16,3,center,1,defensive_third,False,-46.53,9.26,2,half_space_left,1,defensive_third,False,8_7,554,,,,3,drawing,0,0,6,0,build_up,10,high_block,False,False,4.58,152.53,2,backward,True,False,10.5,1,jogging,28.22,23.71,-4.5,15.61,11.27,58.1,57.8,-0.3,39.39,43.73,4.34,False,False,,True,4141.0,2,,,,False,,,False,,,,,,,26.11,2,medium,-134.98,4,sideway_right,,,,,,,False,10,10,0,1,behind,1,behind,26.11,26.45,-24.03,25.63,1,wide_left,1,defensive_third,False,-30.0,29.91,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0,0.9679,0.7041,True,555,True,3,False,True,True,,False
7_9,9,1846146,565,584,00:48.5,00:50.4,0,48,1.9,1,2,right_to_left,7,passing_option,610122,S. Yates,16,LW,149954,K. Strom,4,LCB,2334,Orlando Pride,-3.79,27.5,1,wide_left,2,middle_third,False,-10.68,30.31,1,wide_left,2,middle_third,False,8_7,554,,,,3,drawing,0,0,6,0,build_up,10,high_block,False,False,7.12,157.81,2,backward,False,False,,,,5.45,4.34,-1.11,12.98,8.32,16.77,19.0,2.23,42.02,46.68,4.66,True,False,,False,,,,,,,,,,,,,,,,22.89,2,medium,-5.94,1,forward,,,,,,,True,9,5,4,3,ahead,3,ahead,24.44,19.16,-28.23,27.78,1,wide_left,1,defensive_third,False,-29.62,33.18,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0007,0.7739,0.9044,True,575,False,4,True,True,True,,True
7_10,10,1846146,572,584,00:49.2,00:50.4,0,49,1.2,1,2,right_to_left,7,passing_option,62445,B. Banda,19,CF,149954,K. Strom,4,LCB,2334,Orlando Pride,7.94,21.34,1,wide_left,2,middle_third,False,5.28,22.9,1,wide_left,2,middle_third,False,8_7,554,,,,3,drawing,0,0,6,0,build_up,10,high_block,False,False,3.09,149.61,2,backward,False,False,,,,3.61,2.02,-1.58,10.98,8.32,3.04,3.04,0.0,44.02,46.68,2.66,False,False,True,False,,,,,,,,,,,,,,,,36.38,3,long,-16.41,1,forward,34.18,3,long,-14.04,1,forward,True,10,3,7,3,ahead,3,ahead,39.13,36.38,-30.15,30.28,1,wide_left,1,defensive_third,False,-29.62,33.18,1,wide_left,1,defensive_third,False,True,True,False,False,True,0.0025,0.6094,0.7729,True,584,False,4,True,True,True,True,True
7_11,11,1846146,574,584,00:49.4,00:50.4,0,49,1.0,1,2,right_to_left,7,passing_option,62389,Angelina,12,LM,149954,K. Strom,4,LCB,2334,Orlando Pride,-15.83,23.19,1,wide_left,2,middle_third,False,-20.24,25.89,1,wide_left,1,defensive_third,False,8_7,554,1_3,2,coming_short,3,drawing,0,0,6,0,build_up,10,high_block,False,False,5.2,148.52,2,backward,False,False,,,,2.63,3.33,0.7,10.41,8.32,26.24,28.56,2.32,44.59,46.68,2.09,True,True,,False,,,,,,,,,,,,,,,,16.48,2,medium,-28.32,1,forward,,,,,,,True,9,7,2,3,ahead,3,ahead,16.48,11.88,-30.34,31.01,1,wide_left,1,defensive_third,False,-29.62,33.18,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0003,0.8696,0.7106,True,574,False,4,True,True,True,,False
7_12,12,1846146,578,584,00:49.8,00:50.4,0,49,0.6,1,2,right_to_left,7,passing_option,22542,Marta,19,CF,149954,K. Strom,4,LCB,2334,Orlando Pride,2.39,18.61,2,half_space_left,2,middle_third,False,0.64,19.2,2,half_space_left,2,middle_third,False,8_7,554,,,,3,drawing,0,0,6,0,build_up,10,high_block,False,False,1.85,161.37,2,backward,False,False,,,,2.25,3.32,1.08,9.42,8.32,7.03,7.68,0.65,45.58,46.68,1.1,True,True,,False,,,,,,,,,,,,,,,,34.42,3,long,-23.91,1,forward,,,,,,,True,9,4,5,3,ahead,3,ahead,35.4,33.33,-30.29,32.22,1,wide_left,1,defensive_third,False,-29.62,33.18,1,wide_left,1,defensive_third,False,False,False,,False,True,0.0018,0.6455,0.7055,True,581,False,3,True,True,True,,True
7_13,13,1846146,605,621,00:52.5,00:54.1,0,52,1.6,1,2,right_to_left,7,passing_option,22542,Marta,19,CF,62445,B. Banda,19,CF,2334,Orlando Pride,-1.4,17.95,2,half_space_left,2,middle_third,False,3.83,15.2,2,half_space_left,2,middle_third,False,8_8,605,,,,3,drawing,0,0,7,1,create,9,medium_block,True,False,5.93,-27.74,1,forward,False,False,13.24,1,jogging,7.54,4.92,-2.63,9.53,14.42,10.93,10.59,-0.34,45.47,40.58,-4.89,True,True,,False,,,,,,,,,,,,,,,,3.6,1,short,-155.21,2,backward,,,,,,,False,4,4,0,1,behind,2,same_line,7.51,2.3,4.41,22.71,1,wide_left,2,middle_third,False,6.08,15.7,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0163,0.9115,0.9209,True,618,True,1,True,True,True,,False
7_14,14,1846146,612,621,00:53.2,00:54.1,0,53,0.9,1,2,right_to_left,7,passing_option,151602,A. Watt,17,RW,62445,B. Banda,19,CF,2334,Orlando Pride,5.42,-10.44,4,half_space_right,2,middle_third,False,9.64,-11.71,4,half_space_right,2,middle_third,False,8_8,605,1_4,8,run_ahead_of_the_ball,3,drawing,0,0,7,1,create,9,medium_block,True,False,3.82,-16.75,1,forward,False,False,17.48,2,running,10.23,3.77,-6.46,11.69,14.42,6.27,4.78,-1.49,43.31,40.58,-2.73,False,False,True,False,,,,,,,,,,,,,,,,27.64,2,medium,-82.6,4,sideway_right,25.63,2,medium,-129.67,4,sideway_right,True,4,1,3,2,same_line,3,ahead,30.58,27.64,5.34,20.14,2,half_space_left,2,middle_third,False,6.08,15.7,2,half_space_left,2,middle_third,False,True,True,True,False,True,0.017,0.5898,0.968,True,621,False,1,True,True,True,True,False
7_15,15,1846146,667,692,00:58.7,01:01.2,0,58,2.5,1,2,right_to_left,7,passing_option,62445,B. Banda,19,CF,151602,A. Watt,17,RW,2334,Orlando Pride,28.74,7.34,3,center,3,attacking_third,False,44.49,1.07,3,center,3,attacking_third,True,8_9,663,1_5,3,cross_receiver,3,drawing,0,0,8,2,finish,8,low_block,True,False,16.4,-21.71,1,forward,False,False,24.42,3,hsr,2.48,2.0,-0.48,40.88,47.94,12.14,3.45,-8.69,14.12,7.06,-7.06,True,True,,False,,,,,,,,,,,,,,,,20.04,2,medium,106.44,3,sideway_left,,,,,,,False,2,4,-2,1,behind,2,same_line,27.06,14.38,40.02,-17.26,4,half_space_right,3,attacking_third,True,46.39,-13.18,4,half_space_right,3,attacking_third,True,False,False,,True,True,0.245,0.3267,0.946,True,680,True,0,False,True,True,,False
7_16,16,1846146,911,943,01:23.1,01:26.3,1,23,3.2,1,1,left_to_right,7,passing_option,22810,M. Swanson,19,CF,57146,C. Roccaro,6,RCB,2337,Chicago RS,-2.47,-18.86,4,half_space_right,2,middle_third,False,-4.81,-24.76,5,wide_right,2,middle_third,False,8_10,910,,,,3,drawing,0,0,10,6,direct,15,defending_direct,False,False,6.42,-111.63,4,sideway_right,True,False,,,,4.86,5.37,0.51,1.95,3.99,4.42,8.8,4.38,53.05,51.01,-2.04,True,True,,True,424.0,3,True,1,through,True,2,around,False,,,2,second_last,2,around,24.17,2,medium,13.64,1,forward,,,,,,,True,9,4,5,3,ahead,3,ahead,38.5,21.71,-40.17,-26.67,5,wide_right,1,defensive_third,False,-26.02,-29.38,5,wide_right,1,defensive_third,False,False,False,,False,False,0.0007,0.8005,0.8431,True,938,True,2,True,True,True,,True
7_17,17,1846146,918,943,01:23.8,01:26.3,1,23,2.5,1,1,left_to_right,7,passing_option,817610,J. Joseph,17,RW,57146,C. Roccaro,6,RCB,2337,Chicago RS,-1.26,-21.81,5,wide_right,2,middle_third,False,1.05,-24.34,5,wide_right,2,middle_third,False,8_10,910,,,,3,drawing,0,0,10,6,direct,15,defending_direct,False,False,3.34,-47.6,4,sideway_right,False,False,,,,2.84,2.76,-0.08,2.33,3.99,3.59,2.94,-0.65,52.67,51.01,-1.66,True,True,,True,424.0,3,True,2,around,True,2,around,True,1,through,3,last,1,through,27.54,2,medium,10.55,1,forward,,,,,,,True,9,3,6,3,ahead,3,ahead,36.47,27.54,-37.24,-27.75,5,wide_right,1,defensive_third,False,-26.02,-29.38,5,wide_right,1,defensive_third,False,True,False,,False,True,0.0018,0.399,0.9308,True,943,False,2,True,True,True,,True
7_18,18,1846146,920,943,01:24.0,01:26.3,1,24,2.3,1,1,left_to_right,7,passing_option,627434,A. Schlegel,15,AM,57146,C. Roccaro,6,RCB,2337,Chicago RS,-6.61,-22.77,5,wide_right,2,middle_third,False,-3.45,-25.62,5,wide_right,2,middle_third,False,8_10,910,,,,3,drawing,0,0,10,6,direct,15,defending_direct,False,False,4.04,-42.05,1,forward,False,False,,,,5.45,3.88,-1.57,2.44,3.99,9.05,7.44,-1.61,52.56,51.01,-1.55,True,True,,True,424.0,3,True,2,around,True,2,around,False,,,2,second_last,2,around,23.1,2,medium,9.69,1,forward,,,,,,,True,9,4,5,3,ahead,3,ahead,30.23,22.88,-36.36,-28.12,5,wide_right,1,defensive_third,False,-26.02,-29.38,5,wide_right,1,defensive_third,False,False,False,,False,True,0.0012,0.4321,0.7333,True,942,False,2,True,True,True,,True
7_19,19,1846146,965,990,01:28.5,01:31.0,1,28,2.5,1,2,right_to_left,7,passing_option,149873,A. Moorhouse,1,GK,149954,K. Strom,4,LCB,2334,Orlando Pride,-36.39,7.19,3,center,1,defensive_third,False,-46.28,10.43,2,half_space_left,1,defensive_third,False,8_11,965,1_6,4,dropping_off,3,drawing,0,0,11,5,chaotic,5,chaotic,False,False,10.1,161.86,2,backward,False,False,14.95,1,jogging,29.9,26.53,-3.37,23.34,12.99,59.73,59.27,-0.46,31.66,42.01,10.35,False,False,,False,,,,,,,,,,,,,,,,27.23,2,medium,-123.37,4,sideway_right,,,,,,,False,10,10,0,1,behind,1,behind,31.86,27.23,-13.39,29.24,1,wide_left,2,middle_third,False,-31.3,33.17,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0001,0.9338,0.9404,True,990,True,1,True,True,True,,False
7_20,20,1846146,974,990,01:29.4,01:31.0,1,29,1.6,1,2,right_to_left,7,passing_option,441597,E. Madril Sams,6,RCB,149954,K. Strom,4,LCB,2334,Orlando Pride,-18.65,20.91,1,wide_left,1,defensive_third,False,-29.55,21.8,1,wide_left,1,defensive_third,False,8_11,965,,,,3,drawing,0,0,11,5,chaotic,5,chaotic,False,False,10.94,175.33,2,backward,False,False,24.6,3,hsr,9.47,9.72,0.25,19.4,12.99,38.05,42.54,4.49,35.6,42.01,6.41,False,False,,False,,,,,,,,,,,,,,,,11.5,1,short,-81.25,4,sideway_right,,,,,,,False,10,9,1,2,same_line,2,same_line,10.41,11.5,-19.87,31.25,1,wide_left,1,defensive_third,False,-31.3,33.17,1,wide_left,1,defensive_third,False,True,False,,False,True,0.0004,0.6207,0.765,True,990,False,1,True,True,True,,False
7_21,21,1846146,1174,1177,01:49.4,01:49.7,1,49,0.3,1,2,right_to_left,7,passing_option,610122,S. Yates,16,LW,149882,K. Abello,2,LB,2334,Orlando Pride,-36.12,32.47,1,wide_left,1,defensive_third,False,-36.07,33.07,1,wide_left,1,defensive_third,False,8_12,1174,,,,3,drawing,0,0,12,0,build_up,10,high_block,False,False,0.96,87.97,3,sideway_left,False,False,8.0,1,jogging,2.83,4.67,1.84,-2.38,-2.05,33.74,34.02,0.28,57.38,57.05,-0.33,False,False,,True,4141.0,2,,,,True,2,around,False,,,2,second_last,2,around,6.36,1,short,10.41,1,forward,,,,,,,True,9,7,2,3,ahead,3,ahead,6.36,6.9,-42.38,31.32,1,wide_left,1,defensive_third,False,-42.27,30.04,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0001,0.8808,0.7762,True,1174,True,2,False,True,True,,False
7_22,22,1846146,1174,1185,01:49.4,01:50.5,1,49,1.1,1,2,right_to_left,7,passing_option,149954,K. Strom,4,LCB,149882,K. Abello,2,LB,2334,Orlando Pride,-53.25,13.85,2,half_space_left,1,defensive_third,False,-55.48,13.71,2,half_space_left,1,defensive_third,False,8_12,1174,,,,3,drawing,0,0,12,0,build_up,10,high_block,False,False,2.05,-176.41,2,backward,False,False,,,,6.96,12.81,5.85,-2.38,-1.34,50.87,54.14,3.27,57.38,56.34,-1.04,False,False,False,True,4141.0,2,,,,False,,,False,,,,,,,17.89,2,medium,-138.83,2,backward,16.88,2,medium,-153.74,2,backward,False,9,10,-1,1,behind,1,behind,20.58,17.89,-42.38,31.32,1,wide_left,1,defensive_third,False,-42.01,25.49,1,wide_left,1,defensive_third,False,True,True,True,False,False,0.0013,0.9908,0.971,True,1185,True,3,True,True,True,True,False
7_23,23,1846146,1178,1182,01:49.8,01:50.2,1,49,0.4,1,2,right_to_left,7,passing_option,151151,H. McCutcheon,14,RM,149882,K. Abello,2,LB,2334,Orlando Pride,-28.45,8.13,3,center,1,defensive_third,False,-28.09,8.23,3,center,1,defensive_third,False,8_12,1174,,,,3,drawing,0,0,12,0,build_up,10,high_block,False,False,0.35,16.46,1,forward,False,False,,,,9.66,9.86,0.2,-1.95,-1.58,26.5,26.51,0.01,56.95,56.58,-0.37,True,True,,True,4141.0,2,,,,True,1,through,False,,,2,second_last,1,through,24.57,2,medium,-55.6,4,sideway_right,,,,,,,True,9,5,4,3,ahead,3,ahead,25.46,23.66,-42.23,29.54,1,wide_left,1,defensive_third,False,-42.13,27.28,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0001,0.7513,0.6588,True,1180,True,3,True,True,True,,True
7_24,24,1846146,1185,1185,01:50.5,01:50.5,1,50,0.0,1,2,right_to_left,7,passing_option,441597,E. Madril Sams,6,RCB,149882,K. Abello,2,LB,2334,Orlando Pride,-50.12,-4.05,3,center,1,defensive_third,False,-50.12,-4.05,3,center,1,defensive_third,False,8_12,1174,,,,3,drawing,0,0,12,0,build_up,10,high_block,False,False,0.0,-115.3,4,sideway_right,False,False,4.48,1,jogging,14.65,14.65,0.0,-1.34,-1.34,48.78,48.78,0.0,56.34,56.34,0.0,False,False,,True,4141.0,2,,,,False,,,False,,,,,,,30.63,3,long,-105.35,4,sideway_right,,,,,,,False,9,10,-1,1,behind,1,behind,30.63,30.63,-42.01,25.49,1,wide_left,1,defensive_third,False,-42.01,25.49,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0001,0.8981,0.6411,True,1185,False,2,True,True,True,,False
7_25,25,1846146,1196,1205,01:51.6,01:52.5,1,51,0.9,1,2,right_to_left,7,passing_option,441597,E. Madril Sams,6,RCB,149954,K. Strom,4,LCB,2334,Orlando Pride,-51.18,-6.22,3,center,1,defensive_third,False,-52.48,-8.45,3,center,1,defensive_third,False,8_13,1196,,,,3,drawing,0,0,12,0,build_up,10,high_block,False,False,2.3,-120.24,4,sideway_right,False,False,10.29,1,jogging,14.7,13.89,-0.81,-0.76,0.1,50.42,52.58,2.16,55.76,54.9,-0.86,False,False,,True,4141.0,2,,,,False,,,False,,,,,,,20.25,2,medium,-74.89,4,sideway_right,,,,,,,True,10,10,0,3,ahead,3,ahead,19.96,21.57,-56.73,12.95,2,half_space_left,1,defensive_third,False,-56.11,12.81,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0012,0.9981,0.8921,True,1198,True,1,False,True,True,,False
7_26,26,1846146,1208,1215,01:52.8,01:53.5,1,52,0.7,1,2,right_to_left,7,passing_option,149882,K. Abello,2,LB,149954,K. Strom,4,LCB,2334,Orlando Pride,-41.05,22.46,1,wide_left,1,defensive_third,False,-43.19,25.25,1,wide_left,1,defensive_third,False,8_13,1196,1_7,7,pulling_wide,3,drawing,0,0,12,0,build_up,10,high_block,False,False,3.01,127.49,3,sideway_left,False,False,17.76,2,running,3.19,5.42,2.23,0.47,1.57,41.52,44.76,3.24,54.53,53.43,-1.1,False,False,,True,4141.0,2,,,,False,,,False,,,,,,,17.16,2,medium,32.89,1,forward,,,,,,,True,10,9,1,3,ahead,3,ahead,17.16,14.53,-55.46,13.14,2,half_space_left,1,defensive_third,False,-53.62,15.14,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0,0.7991,0.6667,True,1208,False,3,True,True,True,,False
7_27,27,1846146,1211,1215,01:53.1,01:53.5,1,53,0.4,1,2,right_to_left,7,passing_option,610122,S. Yates,16,LW,149954,K. Strom,4,LCB,2334,Orlando Pride,-27.56,30.14,1,wide_left,1,defensive_third,False,-27.47,30.94,1,wide_left,1,defensive_third,False,8_13,1196,,,,3,drawing,0,0,12,0,build_up,10,high_block,False,False,0.66,79.19,3,sideway_left,False,False,6.73,1,jogging,12.61,12.43,-0.18,0.89,1.57,28.45,29.04,0.59,54.11,53.43,-0.68,False,False,,True,4141.0,2,,,,True,2,around,False,,,2,second_last,2,around,30.55,3,long,31.14,1,forward,,,,,,,True,10,5,5,3,ahead,3,ahead,31.72,30.55,-54.74,13.78,2,half_space_left,1,defensive_third,False,-53.62,15.14,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0001,0.9095,0.9182,True,1215,False,2,True,True,True,,False
7_28,28,1846146,1213,1215,01:53.3,01:53.5,1,53,0.2,1,2,right_to_left,7,passing_option,62389,Angelina,12,LM,149954,K. Strom,4,LCB,2334,Orlando Pride,-25.94,22.43,1,wide_left,1,defensive_third,False,-25.54,22.51,1,wide_left,1,defensive_third,False,8_13,1196,,,,3,drawing,0,0,12,0,build_up,10,high_block,False,False,1.06,-0.47,1,forward,False,False,8.79,1,jogging,11.96,3.25,-8.71,1.21,1.57,27.15,27.11,-0.04,53.79,53.43,-0.36,True,True,False,True,4141.0,2,,,,True,1,through,False,,,2,second_last,1,through,29.03,2,medium,14.71,1,forward,20.95,2,medium,5.84,1,forward,True,10,5,5,3,ahead,3,ahead,29.45,29.03,-54.27,14.37,2,half_space_left,1,defensive_third,False,-53.62,15.14,2,half_space_left,1,defensive_third,False,True,True,True,False,False,0.0002,0.6975,0.7156,True,1215,False,2,True,True,True,True,False
