event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_66,66,1846146,10016,10095,16:33.6,16:41.5,16,33,7.9,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151602,A. Watt,17,RW,610122,S. Yates,16,LW,2334,Orlando Pride,-47.35,-6.7,3,center,1,defensive_third,False,-2.91,-29.37,5,wide_right,2,middle_third,False,8_160,10009,3,drawing,0,0,83,4,transition,11,defending_transition,False,False,49.42,-27.03,1,forward,True,False,20.96,3,hsr,2.76,6.38,3.62,-11.24,8.58,36.11,11.49,-24.62,66.24,46.42,-19.82,False,False,1,behind,3,ahead,9.98,8.85,-38.48,-11.28,4,half_space_right,1,defensive_third,False,-11.31,-26.58,5,wide_right,2,middle_third,False,True,True,True,False,False,0.003,0.8348,0.9858,True,False,1,False,,,,False,3,9,6,True,True,True
1_67,67,1846146,10086,10110,16:40.6,16:43.0,16,40,2.4,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,22542,Marta,19,CF,151602,A. Watt,17,RW,2334,Orlando Pride,-4.45,-5.5,3,center,2,middle_third,False,6.34,-8.55,3,center,2,middle_third,False,8_161,10095,3,drawing,0,0,83,4,transition,11,defending_transition,False,False,11.24,-15.78,1,forward,False,False,17.15,2,running,8.03,4.11,-3.93,5.73,14.84,10.18,8.5,-1.68,49.27,40.16,-9.11,True,True,3,ahead,2,same_line,20.88,22.19,-8.28,-26.03,5,wide_right,2,middle_third,False,4.35,-30.65,5,wide_right,2,middle_third,False,False,False,,False,False,0.0112,0.8096,0.9066,True,True,1,False,,,,True,3,3,0,True,True,
1_68,68,1846146,10086,10124,16:40.6,16:44.4,16,40,3.8,1,2,right_to_left,1,off_ball_run,9,support,62445,B. Banda,19,CF,151602,A. Watt,17,RW,2334,Orlando Pride,-17.33,13.35,2,half_space_left,2,middle_third,False,1.56,11.89,2,half_space_left,2,middle_third,False,8_161,10095,3,drawing,0,0,83,4,transition,11,defending_transition,False,False,19.05,-4.42,1,forward,False,False,16.84,2,running,10.29,8.99,-1.31,5.73,19.25,23.06,17.69,-5.37,49.27,35.75,-13.52,False,False,1,behind,1,behind,40.41,42.81,-8.28,-26.03,5,wide_right,2,middle_third,False,9.05,-30.26,5,wide_right,2,middle_third,False,True,True,True,False,False,0.0036,0.681,0.1229,False,False,1,False,,,,False,6,8,2,True,True,True
1_69,69,1846146,10118,10178,16:43.8,16:49.8,16,43,6.0,1,2,right_to_left,1,off_ball_run,9,support,62389,Angelina,12,LM,62445,B. Banda,19,CF,2334,Orlando Pride,-12.76,7.03,3,center,2,middle_third,False,15.05,21.27,1,wide_left,2,middle_third,False,8_162,10136,3,drawing,0,0,83,4,transition,11,defending_transition,False,False,31.36,27.11,1,forward,True,False,19.13,2,running,12.71,10.77,-1.94,17.58,30.85,30.34,15.8,-14.54,37.42,24.15,-13.27,False,False,1,behind,2,same_line,12.24,9.18,-1.48,11.79,2,half_space_left,2,middle_third,False,16.06,12.15,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0034,0.9594,0.6249,True,True,0,False,,,,True,7,9,2,True,True,
1_70,70,1846146,10331,10346,17:05.1,17:06.6,17,5,1.5,1,2,right_to_left,1,off_ball_run,6,pulling_half_space,22542,Marta,19,CF,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,26.72,-10.27,4,half_space_right,3,attacking_third,False,29.75,-16.51,4,half_space_right,3,attacking_third,False,8_167,10294,3,drawing,0,0,86,2,finish,8,low_block,False,False,6.58,-64.1,4,sideway_right,False,False,16.67,2,running,1.19,2.83,1.64,28.86,31.22,2.14,1.47,-0.67,26.14,23.78,-2.36,True,False,3,ahead,3,ahead,20.55,19.36,7.52,-17.59,4,half_space_right,2,middle_third,False,11.31,-22.42,5,wide_right,2,middle_third,False,False,False,,False,True,0.0069,0.5529,0.9214,True,False,1,False,,,,True,3,3,0,True,True,
1_71,71,1846146,10331,10347,17:05.1,17:06.7,17,5,1.6,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,817541,C. Dyke,8,RB,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,19.42,-20.28,5,wide_right,3,attacking_third,False,25.99,-23.93,5,wide_right,3,attacking_third,False,8_167,10294,3,drawing,0,0,86,2,finish,8,low_block,False,False,7.52,-29.05,1,forward,False,False,16.79,2,running,1.72,3.61,1.89,28.86,31.39,9.44,5.4,-4.04,26.14,23.61,-2.53,True,True,3,ahead,3,ahead,12.2,14.62,7.52,-17.59,4,half_space_right,2,middle_third,False,11.43,-22.62,5,wide_right,2,middle_third,False,False,False,,False,False,0.0079,0.6744,0.8493,True,False,1,False,,,,True,4,6,2,True,True,
1_72,72,1846146,11010,11020,18:13.0,18:14.0,18,13,1.0,1,2,right_to_left,1,off_ball_run,1,behind,62445,B. Banda,19,CF,610122,S. Yates,16,LW,2334,Orlando Pride,6.4,10.51,2,half_space_left,2,middle_third,False,11.76,12.61,2,half_space_left,2,middle_third,False,8_180,10996,3,drawing,0,0,90,1,create,9,medium_block,False,False,5.78,21.39,1,forward,False,False,20.71,3,hsr,1.58,2.24,0.66,7.62,11.88,1.22,0.12,-1.1,47.38,43.12,-4.26,True,True,3,ahead,3,ahead,14.31,17.83,-7.37,14.42,2,half_space_left,2,middle_third,False,-6.06,13.26,2,half_space_left,2,middle_third,False,True,True,False,False,True,0.0093,0.4085,0.8092,True,False,0,False,True,False,False,True,2,3,1,True,True,True
1_73,73,1846146,11077,11112,18:19.7,18:23.2,18,19,3.5,1,2,right_to_left,1,off_ball_run,9,support,610122,S. Yates,16,LW,62445,B. Banda,19,CF,2334,Orlando Pride,16.01,13.51,2,half_space_left,2,middle_third,False,32.23,13.93,2,half_space_left,3,attacking_third,False,8_183,11078,3,drawing,0,0,91,2,finish,8,low_block,True,False,15.89,1.48,1,forward,False,False,15.41,2,running,3.3,9.72,6.42,46.28,43.21,30.27,10.98,-19.29,8.72,11.79,3.07,True,False,1,behind,1,behind,29.97,10.93,45.67,9.22,2,half_space_left,3,attacking_third,True,37.16,4.17,3,center,3,attacking_third,False,False,False,,True,False,0.0529,0.9394,0.7678,True,False,0,False,,,,False,6,6,0,True,True,
1_74,74,1846146,11915,11935,19:43.5,19:45.5,19,43,2.0,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,22810,M. Swanson,19,CF,627434,A. Schlegel,15,AM,2337,Chicago RS,-15.87,-32.18,5,wide_right,2,middle_third,False,-6.22,-31.02,5,wide_right,2,middle_third,False,8_190,11911,3,drawing,0,0,94,5,chaotic,5,chaotic,False,False,9.73,6.85,1,forward,False,False,17.47,2,running,1.2,1.0,-0.2,0.16,3.73,16.03,9.95,-6.08,54.84,51.27,-3.57,False,True,2,same_line,3,ahead,7.92,9.42,-14.45,-24.39,5,wide_right,2,middle_third,False,-11.16,-23.0,5,wide_right,2,middle_third,False,True,True,False,False,True,0.0015,0.5301,0.8387,True,True,0,True,,,,False,4,5,1,True,True,True
1_75,75,1846146,12357,12382,20:27.7,20:30.2,20,27,2.5,1,1,left_to_right,1,off_ball_run,1,behind,151149,S. Groom,16,LW,57146,C. Roccaro,6,RCB,2337,Chicago RS,13.7,7.51,3,center,2,middle_third,False,25.61,2.5,3,center,3,attacking_third,False,8_203,12315,3,drawing,0,0,99,6,direct,15,defending_direct,False,False,13.07,-22.81,1,forward,False,False,19.62,2,running,0.91,3.43,2.53,14.49,28.1,0.79,2.49,1.7,40.51,26.9,-13.61,True,True,3,ahead,3,ahead,35.4,36.9,-11.29,-17.57,4,half_space_right,2,middle_third,False,-6.5,-15.69,4,half_space_right,2,middle_third,False,True,True,True,False,True,0.0144,0.4521,0.8858,True,False,0,False,True,True,False,True,2,2,0,True,True,True
1_76,76,1846146,12358,12405,20:27.8,20:32.5,20,27,4.7,1,1,left_to_right,1,off_ball_run,9,support,151186,T. Malham,2,LB,151149,S. Groom,16,LW,2337,Chicago RS,0.74,28.14,1,wide_left,2,middle_third,False,24.7,18.49,2,half_space_left,3,attacking_third,False,8_204,12386,3,drawing,0,0,100,2,finish,8,low_block,False,False,25.48,-21.94,1,forward,False,False,19.72,2,running,13.84,12.64,-1.19,14.83,34.98,14.09,10.28,-3.81,40.17,20.02,-20.15,False,False,1,behind,1,behind,24.79,18.6,13.97,7.17,3,center,2,middle_third,False,27.94,0.17,3,center,3,attacking_third,False,False,False,,True,False,0.0364,0.7888,0.8136,True,True,1,False,,,,True,5,6,1,True,True,
1_77,77,1846146,12392,12402,20:31.2,20:32.2,20,31,1.0,1,1,left_to_right,1,off_ball_run,9,support,817610,J. Joseph,17,RW,151149,S. Groom,16,LW,2337,Chicago RS,14.61,-8.06,3,center,2,middle_third,False,18.71,-6.48,3,center,3,attacking_third,False,8_204,12386,3,drawing,0,0,100,2,finish,8,low_block,False,False,4.4,21.07,1,forward,False,False,15.74,2,running,3.31,1.73,-1.58,33.37,35.08,18.76,16.37,-2.39,21.63,19.92,-1.71,True,True,1,behind,1,behind,16.95,11.43,28.06,2.25,3,center,3,attacking_third,False,27.91,0.31,3,center,3,attacking_third,False,True,True,False,True,False,0.0238,0.8134,0.9821,True,False,1,False,,,,True,5,5,0,True,True,True
1_78,78,1846146,12454,12476,20:37.4,20:39.6,20,37,2.2,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,62389,Angelina,12,LM,22542,Marta,19,CF,2334,Orlando Pride,-24.9,-6.18,3,center,1,defensive_third,False,-16.21,-2.93,3,center,2,middle_third,False,8_206,12456,3,drawing,0,0,101,1,create,9,medium_block,False,False,9.44,20.51,1,forward,False,False,15.41,2,running,5.91,5.7,-0.22,0.03,3.63,24.93,19.84,-5.09,54.97,51.37,-3.6,True,True,1,behind,2,same_line,8.18,7.42,-18.51,-11.29,4,half_space_right,1,defensive_third,False,-16.91,-10.32,4,half_space_right,2,middle_third,False,True,True,True,False,False,0.0012,0.9156,0.9485,True,True,0,False,,,,True,6,6,0,True,True,True
1_79,79,1846146,12480,12495,20:40.0,20:41.5,20,40,1.5,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,610122,S. Yates,16,LW,62389,Angelina,12,LM,2334,Orlando Pride,-6.16,18.34,2,half_space_left,2,middle_third,False,1.67,19.4,2,half_space_left,2,middle_third,False,8_207,12488,3,drawing,0,0,101,1,create,9,medium_block,False,False,7.48,7.71,1,forward,False,False,18.76,2,running,2.86,5.18,2.32,4.35,6.87,10.51,5.2,-5.31,50.65,48.13,-2.52,False,False,3,ahead,3,ahead,22.32,24.78,-14.85,-2.22,3,center,2,middle_third,False,-12.25,-1.1,3,center,2,middle_third,False,False,False,,False,True,0.0121,0.4524,0.9512,True,True,1,False,,,,True,2,3,1,True,True,
1_80,80,1846146,12480,12501,20:40.0,20:42.1,20,40,2.1,1,2,right_to_left,1,off_ball_run,9,support,151151,H. McCutcheon,14,RM,62389,Angelina,12,LM,2334,Orlando Pride,-23.58,-15.71,4,half_space_right,1,defensive_third,False,-14.5,-17.76,4,half_space_right,2,middle_third,False,8_207,12488,3,drawing,0,0,101,1,create,9,medium_block,False,False,8.93,-12.72,1,forward,False,False,15.97,2,running,5.32,7.87,2.55,4.35,7.73,27.93,22.23,-5.7,50.65,47.27,-3.38,False,False,1,behind,2,same_line,16.07,15.9,-14.85,-2.22,3,center,2,middle_third,False,-12.35,-2.01,3,center,2,middle_third,False,False,False,,False,False,0.0012,0.9274,0.8882,True,False,1,False,,,,False,7,7,0,True,True,
1_81,81,1846146,12687,12714,21:00.7,21:03.4,21,0,2.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,62445,B. Banda,19,CF,610122,S. Yates,16,LW,2334,Orlando Pride,13.3,-1.52,3,center,2,middle_third,False,25.29,6.48,3,center,3,attacking_third,False,8_214,12662,3,drawing,0,0,101,1,create,9,medium_block,False,False,14.04,33.71,1,forward,False,False,19.13,2,running,8.53,1.93,-6.6,19.22,27.16,5.92,1.87,-4.05,35.78,27.84,-7.94,True,True,3,ahead,3,ahead,29.95,16.96,6.1,27.55,1,wide_left,2,middle_third,False,13.67,18.84,2,half_space_left,2,middle_third,False,False,False,,True,False,0.0265,0.6542,0.8036,True,False,0,False,,,,True,4,4,0,True,True,
1_82,82,1846146,13267,13274,21:58.7,21:59.4,21,58,0.7,1,1,left_to_right,1,off_ball_run,2,coming_short,22810,M. Swanson,19,CF,57112,N. Kuikka,8,RB,2337,Chicago RS,6.51,-31.07,5,wide_right,2,middle_third,False,3.58,-32.12,5,wide_right,2,middle_third,False,8_230,13244,3,drawing,0,0,105,1,create,9,medium_block,False,False,2.69,-160.28,2,backward,False,False,15.87,2,running,3.24,2.52,-0.72,16.52,16.25,10.01,12.67,2.66,38.48,38.75,0.27,False,False,3,ahead,3,ahead,15.23,12.18,-8.72,-31.11,5,wide_right,2,middle_third,False,-8.59,-31.66,5,wide_right,2,middle_third,False,True,True,False,False,False,0.0006,0.9391,0.9828,True,True,0,False,,,,False,5,4,-1,True,True,True
1_83,83,1846146,13315,13340,22:03.5,22:06.0,22,3,2.5,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151602,A. Watt,17,RW,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,0.43,-16.11,4,half_space_right,2,middle_third,False,12.16,-23.05,5,wide_right,2,middle_third,False,8_233,13313,3,drawing,0,0,106,4,transition,11,defending_transition,False,False,13.26,-30.61,1,forward,True,False,19.5,2,running,6.84,8.95,2.11,15.28,16.39,14.85,4.23,-10.62,39.72,38.61,-1.11,False,False,3,ahead,3,ahead,27.62,31.98,-11.04,9.02,3,center,2,middle_third,False,-6.95,2.59,3,center,2,middle_third,False,True,True,True,False,False,0.007,0.6703,0.9557,True,False,0,False,,,,True,4,4,0,True,True,True
1_84,84,1846146,13364,13420,22:08.4,22:14.0,22,8,5.6,1,2,right_to_left,1,off_ball_run,9,support,151151,H. McCutcheon,14,RM,151602,A. Watt,17,RW,2334,Orlando Pride,10.49,-3.64,3,center,2,middle_third,False,34.88,-4.55,3,center,3,attacking_third,False,8_234,13357,3,drawing,0,0,106,4,transition,11,defending_transition,False,False,24.42,-2.14,1,forward,False,False,15.68,2,running,4.65,3.35,-1.3,25.69,47.09,15.2,12.21,-2.99,29.31,7.91,-21.4,True,True,1,behind,1,behind,22.33,12.87,19.06,-24.26,5,wide_right,3,attacking_third,False,44.69,-12.88,4,half_space_right,3,attacking_third,True,False,False,,True,False,0.0299,0.7578,0.7444,True,False,1,False,,,,False,6,6,0,True,True,
1_85,85,1846146,13418,13428,22:13.8,22:14.8,22,13,1.0,1,2,right_to_left,1,off_ball_run,3,cross_receiver,62445,B. Banda,19,CF,151602,A. Watt,17,RW,2334,Orlando Pride,45.18,-1.78,3,center,3,attacking_third,True,49.07,-3.91,3,center,3,attacking_third,True,8_234,13357,3,drawing,0,0,106,4,transition,11,defending_transition,False,False,4.44,-28.7,1,forward,False,False,15.86,2,running,0.86,0.88,0.01,46.27,49.95,1.09,0.88,-0.21,8.73,5.05,-3.68,True,True,2,same_line,2,same_line,10.88,11.0,43.46,-12.52,4,half_space_right,3,attacking_third,True,49.13,-14.91,4,half_space_right,3,attacking_third,True,True,False,,True,True,0.0785,0.157,0.8821,True,False,1,False,,,,True,3,3,0,True,True,
1_86,86,1846146,13742,13768,22:46.2,22:48.8,22,46,2.6,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,817541,C. Dyke,8,RB,22542,Marta,19,CF,2334,Orlando Pride,21.08,-20.2,5,wide_right,3,attacking_third,False,31.21,-29.92,5,wide_right,3,attacking_third,False,8_242,13746,3,drawing,0,0,110,2,finish,8,low_block,False,False,14.05,-43.82,1,forward,False,False,19.32,2,running,4.74,4.54,-0.19,30.72,35.41,9.64,4.2,-5.44,24.28,19.59,-4.69,True,False,2,same_line,3,ahead,11.98,10.32,18.48,-31.89,5,wide_right,3,attacking_third,False,20.94,-28.91,5,wide_right,3,attacking_third,False,True,True,True,False,False,0.0045,0.7872,0.945,True,True,0,False,,,,True,4,7,3,True,True,True
1_87,87,1846146,13795,13818,22:51.5,22:53.8,22,51,2.3,1,2,right_to_left,1,off_ball_run,3,cross_receiver,610122,S. Yates,16,LW,817541,C. Dyke,8,RB,2334,Orlando Pride,38.54,7.03,3,center,3,attacking_third,True,48.41,3.22,3,center,3,attacking_third,True,8_243,13768,3,drawing,0,0,110,2,finish,8,low_block,False,False,10.28,-21.11,1,forward,False,False,15.37,2,running,2.83,1.23,-1.6,43.21,51.95,4.67,3.54,-1.13,11.79,3.05,-8.74,True,True,2,same_line,1,behind,33.96,24.49,39.94,-26.9,5,wide_right,3,attacking_third,False,51.76,-21.04,5,wide_right,3,attacking_third,False,True,False,,True,True,0.347,0.3082,0.7325,True,False,1,False,,,,True,4,4,0,True,True,
1_88,88,1846146,13802,13819,22:52.2,22:53.9,22,52,1.7,1,2,right_to_left,1,off_ball_run,3,cross_receiver,62445,B. Banda,19,CF,817541,C. Dyke,8,RB,2334,Orlando Pride,43.43,-3.25,3,center,3,attacking_third,True,50.7,-6.18,3,center,3,attacking_third,True,8_243,13768,3,drawing,0,0,110,2,finish,8,low_block,False,False,7.66,-21.95,1,forward,False,False,16.95,2,running,2.53,1.03,-1.5,45.56,52.29,2.13,1.59,-0.54,9.44,2.71,-6.73,True,True,2,same_line,2,same_line,21.5,14.78,43.6,-24.75,5,wide_right,3,attacking_third,False,52.11,-20.89,5,wide_right,3,attacking_third,False,False,False,,True,True,0.144,0.2159,0.901,True,False,1,False,,,,True,1,4,3,True,True,
1_89,89,1846146,14682,14698,24:20.2,24:21.8,24,20,1.6,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,22542,Marta,19,CF,149882,K. Abello,2,LB,2334,Orlando Pride,38.4,27.53,1,wide_left,3,attacking_third,False,42.27,21.81,1,wide_left,3,attacking_third,False,8_247,14663,3,drawing,0,0,112,7,set_play,13,defending_set_play,False,False,6.98,-55.92,4,sideway_right,False,False,15.68,2,running,4.09,3.77,-0.33,43.1,45.79,4.7,3.52,-1.18,11.9,9.21,-2.69,False,False,3,ahead,3,ahead,8.29,7.62,30.18,26.42,1,wide_left,3,attacking_third,False,34.73,22.93,1,wide_left,3,attacking_third,False,True,False,,False,False,0.0165,0.8261,0.8369,True,True,0,False,,,,True,4,8,4,True,True,
1_90,90,1846146,14740,14780,24:26.0,24:30.0,24,26,4.0,1,2,right_to_left,1,off_ball_run,2,coming_short,62389,Angelina,12,LM,817541,C. Dyke,8,RB,2334,Orlando Pride,35.96,4.78,3,center,3,attacking_third,False,32.01,-14.7,4,half_space_right,3,attacking_third,False,8_249,14761,3,drawing,0,0,114,5,chaotic,5,chaotic,False,False,20.58,-101.46,4,sideway_right,True,False,18.42,2,running,3.03,3.2,0.17,47.56,46.18,11.6,14.17,2.57,7.44,8.82,1.38,False,False,2,same_line,1,behind,22.4,17.4,38.21,-17.51,4,half_space_right,3,attacking_third,False,44.5,-26.82,5,wide_right,3,attacking_third,False,True,True,True,False,False,0.0043,0.9854,0.9832,True,True,0,False,,,,True,8,8,0,True,True,True
1_91,91,1846146,14794,14803,24:31.4,24:32.3,24,31,0.9,1,2,right_to_left,1,off_ball_run,3,cross_receiver,610122,S. Yates,16,LW,62389,Angelina,12,LM,2334,Orlando Pride,45.25,-5.18,3,center,3,attacking_third,True,48.67,-7.41,3,center,3,attacking_third,True,8_250,14789,3,drawing,0,0,114,5,chaotic,5,chaotic,False,False,3.67,-33.11,1,forward,False,False,16.35,2,running,1.88,2.47,0.59,47.48,49.3,2.23,0.63,-1.6,7.52,5.7,-1.82,True,False,3,ahead,3,ahead,16.61,15.9,33.73,-17.14,4,half_space_right,3,attacking_third,False,35.05,-15.62,4,half_space_right,3,attacking_third,False,True,True,False,True,True,0.0408,0.2281,0.7194,True,True,0,False,,,,False,1,3,2,True,True,True
1_92,92,1846146,14833,14840,24:35.3,24:36.0,24,35,0.7,1,1,left_to_right,1,off_ball_run,2,coming_short,627434,A. Schlegel,15,AM,151149,S. Groom,16,LW,2337,Chicago RS,-38.69,11.74,2,half_space_left,1,defensive_third,False,-39.76,8.54,3,center,1,defensive_third,False,8_253,14837,3,drawing,0,0,115,5,chaotic,5,chaotic,False,False,2.96,-108.49,4,sideway_right,False,True,,,,4.4,2.76,-1.63,-16.72,-16.58,21.97,23.18,1.21,71.72,71.58,-0.14,True,True,2,same_line,2,same_line,7.64,3.29,-41.61,4.68,3,center,1,defensive_third,False,-40.31,5.3,3,center,1,defensive_third,False,False,False,,False,True,0.0004,0.5541,0.647,True,True,0,False,,,,True,6,5,-1,True,True,
1_93,93,1846146,14917,14930,24:43.7,24:45.0,24,43,1.3,1,2,right_to_left,1,off_ball_run,6,pulling_half_space,149882,K. Abello,2,LB,149954,K. Strom,4,LCB,2334,Orlando Pride,20.93,9.29,2,half_space_left,3,attacking_third,False,19.93,14.97,2,half_space_left,3,attacking_third,False,8_257,14918,3,drawing,0,0,118,2,finish,8,low_block,False,False,5.35,99.98,3,sideway_left,False,False,15.89,2,running,7.3,12.41,5.12,37.14,35.35,16.21,15.42,-0.79,17.86,19.65,1.79,False,False,3,ahead,3,ahead,13.43,13.85,7.91,6.0,3,center,2,middle_third,False,7.81,8.27,3,center,2,middle_third,False,True,True,True,False,False,0.0026,0.9913,0.9443,True,True,0,False,,,,True,10,9,-1,True,True,True
1_94,94,1846146,14953,14976,24:47.3,24:49.6,24,47,2.3,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,22542,Marta,19,CF,149882,K. Abello,2,LB,2334,Orlando Pride,30.01,8.48,3,center,3,attacking_third,False,37.24,17.11,2,half_space_left,3,attacking_third,False,8_258,14946,3,drawing,0,0,118,2,finish,8,low_block,False,False,10.96,50.04,3,sideway_left,True,False,17.67,2,running,1.7,2.89,1.18,35.9,40.22,5.89,2.98,-2.91,19.1,14.78,-4.32,True,False,3,ahead,3,ahead,12.84,7.57,22.92,19.19,2,half_space_left,3,attacking_third,False,29.69,17.72,2,half_space_left,3,attacking_third,False,True,True,False,False,False,0.0109,0.7968,0.9538,True,True,0,False,,,,True,4,5,1,True,True,True
1_95,95,1846146,14980,14995,24:50.0,24:51.5,24,50,1.5,1,2,right_to_left,1,off_ball_run,9,support,62389,Angelina,12,LM,22542,Marta,19,CF,2334,Orlando Pride,25.27,18.01,2,half_space_left,3,attacking_third,False,29.23,23.35,1,wide_left,3,attacking_third,False,8_259,14984,3,drawing,0,0,118,2,finish,8,low_block,False,False,6.23,53.44,3,sideway_left,True,False,15.9,2,running,8.05,9.05,1.0,40.07,40.78,14.8,11.55,-3.25,14.93,14.22,-0.71,False,False,1,behind,1,behind,12.33,7.31,37.59,18.6,2,half_space_left,3,attacking_third,False,36.46,22.24,1,wide_left,3,attacking_third,False,False,False,,False,False,0.0088,0.9933,0.9711,True,True,1,False,,,,True,8,9,1,True,True,
1_96,96,1846146,14998,15013,24:51.8,24:53.3,24,51,1.5,1,2,right_to_left,1,off_ball_run,10,underlap,149882,K. Abello,2,LB,22542,Marta,19,CF,2334,Orlando Pride,34.87,18.4,2,half_space_left,3,attacking_third,False,41.81,21.06,1,wide_left,3,attacking_third,False,8_259,14984,3,drawing,0,0,118,2,finish,8,low_block,False,False,6.89,20.97,1,forward,False,False,17.83,2,running,2.66,3.1,0.44,40.53,42.01,5.66,0.2,-5.46,14.47,12.99,-1.48,False,False,2,same_line,3,ahead,4.34,9.84,35.91,22.61,1,wide_left,3,attacking_third,False,32.06,22.39,1,wide_left,3,attacking_third,False,True,True,True,False,True,0.014,0.6004,0.8419,True,True,1,False,,,,True,2,6,4,True,True,True
1_97,97,1846146,15287,15303,25:20.7,25:22.3,25,20,1.6,1,2,right_to_left,1,off_ball_run,9,support,22542,Marta,19,CF,610122,S. Yates,16,LW,2334,Orlando Pride,43.47,28.05,1,wide_left,3,attacking_third,False,41.24,20.9,1,wide_left,3,attacking_third,False,8_261,15290,3,drawing,0,0,119,7,set_play,13,defending_set_play,True,True,7.52,-107.32,4,sideway_right,False,False,16.79,2,running,7.67,5.43,-2.24,49.37,51.45,5.9,10.21,4.31,5.63,3.55,-2.08,False,False,1,behind,1,behind,4.65,9.92,47.33,25.45,1,wide_left,3,attacking_third,False,51.1,19.81,2,half_space_left,3,attacking_third,True,False,False,,True,False,0.0213,0.966,0.8068,True,True,1,False,,,,True,9,8,-1,True,True,
1_98,98,1846146,15295,15311,25:21.5,25:23.1,25,21,1.6,1,2,right_to_left,1,off_ball_run,3,cross_receiver,151151,H. McCutcheon,14,RM,610122,S. Yates,16,LW,2334,Orlando Pride,45.29,2.44,3,center,3,attacking_third,True,52.33,5.84,3,center,3,attacking_third,True,8_261,15290,3,drawing,0,0,119,7,set_play,13,defending_set_play,True,True,7.89,25.78,1,forward,False,False,17.57,2,running,1.64,2.08,0.44,49.79,53.22,4.5,0.89,-3.61,5.21,1.78,-3.43,True,False,1,behind,2,same_line,21.53,10.35,48.46,23.74,1,wide_left,3,attacking_third,False,53.4,16.13,2,half_space_left,3,attacking_third,True,False,False,,True,True,0.0404,0.3675,0.8232,True,True,1,False,,,,True,1,7,6,True,True,
