event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,game_state_id,game_state,team_score,opponent_team_score,phase_index,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_pass_reception_matched
1_0,0,1846146,114,142,00:03.4,00:06.2,0,3,2.8,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,62445,B. Banda,19,CF,149873,A. Moorhouse,1,GK,2334,Orlando Pride,2.83,12.47,2,half_space_left,2,middle_third,False,17.12,10.68,2,half_space_left,2,middle_third,False,8_1,113,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,14.47,-7.14,1,forward,False,False,18.85,2,running,5.9,7.08,1.18,22.7,23.55,19.87,6.43,-13.44,32.3,31.45,-0.85,False,True,3,ahead,3,ahead,44.09,56.63,-39.55,0.32,3,center,1,defensive_third,False,-38.57,0.4,3,center,1,defensive_third,False,True,False,,False,False,0.0038,0.7794,0.8661,True,False,1,False,,,,True,4,7,3,False,False,
1_1,1,1846146,118,135,00:03.8,00:05.5,0,3,1.7,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,610122,S. Yates,16,LW,149873,A. Moorhouse,1,GK,2334,Orlando Pride,3.97,20.85,1,wide_left,2,middle_third,False,11.87,20.53,1,wide_left,2,middle_third,False,8_1,113,3,drawing,0,0,1,6,direct,15,defending_direct,False,False,7.49,-2.32,1,forward,False,False,15.3,2,running,7.3,2.36,-4.95,22.32,21.82,18.35,9.95,-8.4,32.68,33.18,0.5,False,False,3,ahead,3,ahead,48.1,54.63,-39.49,0.23,3,center,1,defensive_third,False,-38.83,0.19,3,center,1,defensive_third,False,False,False,,False,False,0.0028,0.7697,0.8009,True,True,1,False,,,,True,4,7,3,False,False,
1_2,2,1846146,218,250,00:13.8,00:17.0,0,13,3.2,1,2,right_to_left,1,off_ball_run,1,behind,62445,B. Banda,19,CF,62389,Angelina,12,LM,2334,Orlando Pride,23.31,9.49,2,half_space_left,3,attacking_third,False,43.37,12.09,2,half_space_left,3,attacking_third,True,8_5,207,3,drawing,0,0,4,2,finish,8,low_block,True,False,20.83,7.39,1,forward,False,False,23.32,3,hsr,1.81,2.88,1.07,25.1,42.81,1.79,-0.56,-2.35,29.9,12.19,-17.71,True,False,3,ahead,3,ahead,9.77,14.01,14.31,13.28,2,half_space_left,2,middle_third,False,29.38,11.38,2,half_space_left,3,attacking_third,False,True,True,False,True,False,0.0306,0.6571,0.8645,True,True,0,False,True,True,False,True,0,4,4,True,True,True
1_3,3,1846146,555,585,00:47.5,00:50.5,0,47,3.0,1,2,right_to_left,1,off_ball_run,2,coming_short,62389,Angelina,12,LM,149954,K. Strom,4,LCB,2334,Orlando Pride,-6.0,19.84,2,half_space_left,2,middle_third,False,-20.53,26.18,1,wide_left,1,defensive_third,False,8_7,554,3,drawing,0,0,6,0,build_up,10,high_block,False,False,16.07,156.43,2,backward,True,False,15.09,2,running,3.13,3.33,0.2,15.61,8.16,21.61,28.69,7.08,39.39,46.84,7.45,True,True,3,ahead,3,ahead,18.94,11.45,-24.03,25.63,1,wide_left,1,defensive_third,False,-29.57,33.2,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0003,0.8696,0.7106,True,False,0,False,,,,False,8,6,-2,True,True,
1_4,4,1846146,614,663,00:53.4,00:58.3,0,53,4.9,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151602,A. Watt,17,RW,62445,B. Banda,19,CF,2334,Orlando Pride,6.13,-10.64,4,half_space_right,2,middle_third,False,38.18,-17.39,4,half_space_right,3,attacking_third,False,8_8,605,3,drawing,0,0,7,1,create,9,medium_block,True,False,32.47,-11.89,1,forward,False,False,24.12,3,hsr,10.46,3.77,-6.69,12.31,38.74,6.18,0.56,-5.62,42.69,16.26,-26.43,False,False,2,same_line,3,ahead,29.81,28.18,5.56,19.16,2,half_space_left,2,middle_third,False,26.0,8.02,3,center,3,attacking_third,False,True,True,True,False,True,0.017,0.5898,0.968,True,False,0,False,,,,True,1,3,2,True,True,True
1_5,5,1846146,633,698,00:55.3,01:01.8,0,55,6.5,1,2,right_to_left,1,off_ball_run,3,cross_receiver,62445,B. Banda,19,CF,151602,A. Watt,17,RW,2334,Orlando Pride,8.38,12.08,2,half_space_left,2,middle_third,False,47.04,-0.48,3,center,3,attacking_third,True,8_9,663,3,drawing,0,0,8,2,finish,8,low_block,True,False,40.52,-18.0,1,forward,False,False,22.54,3,hsr,2.95,1.6,-1.35,20.36,49.18,11.98,2.14,-9.84,34.64,5.82,-28.82,True,True,1,behind,2,same_line,27.7,12.85,16.8,-14.31,4,half_space_right,2,middle_third,False,47.05,-13.33,4,half_space_right,3,attacking_third,True,False,False,,True,True,0.245,0.3267,0.946,True,True,0,True,,,,False,3,4,1,True,True,
1_6,6,1846146,970,981,01:29.0,01:30.1,1,29,1.1,1,2,right_to_left,1,off_ball_run,4,dropping_off,149873,A. Moorhouse,1,GK,149954,K. Strom,4,LCB,2334,Orlando Pride,-38.16,8.05,3,center,1,defensive_third,False,-42.82,9.66,2,half_space_left,1,defensive_third,False,8_11,965,3,drawing,0,0,11,5,chaotic,5,chaotic,False,False,4.52,160.94,2,backward,False,False,16.04,2,running,29.88,28.96,-0.92,21.09,16.61,59.25,59.43,0.18,33.91,38.39,4.48,False,False,1,behind,1,behind,30.91,28.6,-16.86,30.45,1,wide_left,2,middle_third,False,-25.12,32.13,1,wide_left,1,defensive_third,False,False,False,,False,False,0.0,0.9556,0.7707,True,True,0,False,,,,True,10,10,0,True,True,
1_7,7,1846146,1209,1219,01:52.9,01:53.9,1,52,1.0,1,2,right_to_left,1,off_ball_run,7,pulling_wide,149882,K. Abello,2,LB,149954,K. Strom,4,LCB,2334,Orlando Pride,-41.32,22.8,1,wide_left,1,defensive_third,False,-43.93,26.81,1,wide_left,1,defensive_third,False,8_13,1196,3,drawing,0,0,12,0,build_up,10,high_block,False,False,4.81,123.06,3,sideway_left,False,False,17.13,2,running,3.52,6.35,2.83,0.61,2.23,41.93,46.16,4.23,54.39,52.77,-1.62,False,False,3,ahead,3,ahead,16.82,13.29,-55.22,13.32,2,half_space_left,1,defensive_third,False,-52.31,16.49,2,half_space_left,1,defensive_third,False,False,False,,False,False,0.0,0.7991,0.6667,True,False,0,False,,,,True,9,9,0,True,True,
1_8,8,1846146,1262,1288,01:58.2,02:00.8,1,58,2.6,1,2,right_to_left,1,off_ball_run,9,support,62389,Angelina,12,LM,610122,S. Yates,16,LW,2334,Orlando Pride,-18.91,20.62,1,wide_left,1,defensive_third,False,-7.34,16.73,2,half_space_left,2,middle_third,False,8_15,1236,3,drawing,0,0,13,1,create,9,medium_block,False,False,12.25,-18.58,1,forward,False,False,16.88,2,running,4.03,4.39,0.36,6.43,13.54,25.34,20.88,-4.46,48.57,41.46,-7.11,True,True,1,behind,1,behind,9.45,6.11,-13.86,28.61,1,wide_left,2,middle_third,False,-1.36,17.97,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0037,0.7062,0.6483,True,True,3,False,,,,True,7,7,0,True,True,
1_9,9,1846146,1267,1298,01:58.7,02:01.8,1,58,3.1,1,2,right_to_left,1,off_ball_run,9,support,151151,H. McCutcheon,14,RM,610122,S. Yates,16,LW,2334,Orlando Pride,-14.11,4.73,3,center,2,middle_third,False,-2.02,-3.69,3,center,2,middle_third,False,8_15,1236,3,drawing,0,0,13,1,create,9,medium_block,False,False,14.35,-34.86,1,forward,False,False,17.15,2,running,9.33,11.79,2.46,7.45,18.14,21.56,20.16,-1.4,47.55,36.86,-10.69,False,False,2,same_line,1,behind,22.11,19.54,-11.32,26.66,1,wide_left,2,middle_third,False,2.98,15.2,2,half_space_left,2,middle_third,False,False,False,,False,False,0.0031,0.9633,0.8873,True,False,3,False,,,,True,7,7,0,True,True,
1_10,10,1846146,1268,1298,01:58.8,02:01.8,1,58,3.0,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151602,A. Watt,17,RW,610122,S. Yates,16,LW,2334,Orlando Pride,-2.97,-11.72,4,half_space_right,2,middle_third,False,14.65,-13.31,4,half_space_right,2,middle_third,False,8_15,1236,3,drawing,0,0,13,1,create,9,medium_block,False,False,17.75,-5.16,1,forward,False,False,21.23,3,hsr,10.9,14.01,3.12,7.67,18.14,10.64,3.49,-7.15,47.33,36.86,-10.47,False,False,3,ahead,3,ahead,38.78,30.81,-10.83,26.26,1,wide_left,2,middle_third,False,2.98,15.2,2,half_space_left,2,middle_third,False,True,False,,False,False,0.0116,0.8075,0.9366,True,False,3,False,,,,False,4,5,1,True,True,
1_11,11,1846146,1270,1291,01:59.0,02:01.1,1,59,2.1,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,22542,Marta,19,CF,610122,S. Yates,16,LW,2334,Orlando Pride,-1.05,14.39,2,half_space_left,2,middle_third,False,8.19,12.82,2,half_space_left,2,middle_third,False,8_15,1236,3,drawing,0,0,13,1,create,9,medium_block,False,False,8.96,-9.64,1,forward,False,False,16.02,2,running,2.82,1.62,-1.2,8.14,14.56,9.19,6.37,-2.82,46.86,40.44,-6.42,True,True,3,ahead,3,ahead,14.18,9.23,-9.87,25.49,1,wide_left,2,middle_third,False,-0.05,16.97,2,half_space_left,2,middle_third,False,False,False,,False,True,0.02,0.5421,0.6216,True,False,3,False,,,,True,4,5,1,True,True,
1_12,12,1846146,1608,1644,02:32.8,02:36.4,2,32,3.6,1,2,right_to_left,1,off_ball_run,5,overlap,151602,A. Watt,17,RW,22542,Marta,19,CF,2334,Orlando Pride,-9.01,-33.59,5,wide_right,2,middle_third,False,11.03,-30.45,5,wide_right,2,middle_third,False,8_21,1617,3,drawing,0,0,18,1,create,9,medium_block,False,False,21.17,8.91,1,forward,False,False,21.05,3,hsr,2.16,3.93,1.78,9.18,15.62,18.19,4.59,-13.6,45.82,39.38,-6.44,False,False,1,behind,3,ahead,9.4,14.71,-1.89,-27.45,5,wide_right,2,middle_third,False,-2.88,-25.66,5,wide_right,2,middle_third,False,False,False,,False,True,0.0033,0.6321,0.7659,True,True,2,False,,,,True,3,6,3,True,True,
1_13,13,1846146,1623,1648,02:34.3,02:36.8,2,34,2.5,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,62389,Angelina,12,LM,22542,Marta,19,CF,2334,Orlando Pride,-9.16,-15.13,4,half_space_right,2,middle_third,False,2.44,-16.98,4,half_space_right,2,middle_third,False,8_21,1617,3,drawing,0,0,18,1,create,9,medium_block,False,False,11.51,-9.06,1,forward,False,False,17.08,2,running,4.97,2.38,-2.59,12.16,16.61,21.32,14.17,-7.15,42.84,38.39,-4.45,True,True,1,behind,3,ahead,17.91,9.58,-1.35,-31.25,5,wide_right,2,middle_third,False,-2.92,-24.92,5,wide_right,2,middle_third,False,False,False,,False,False,0.0045,0.9251,0.7858,True,True,2,False,,,,True,5,6,1,True,True,
1_14,14,1846146,1627,1665,02:34.7,02:38.5,2,34,3.8,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,610122,S. Yates,16,LW,22542,Marta,19,CF,2334,Orlando Pride,3.8,11.8,2,half_space_left,2,middle_third,False,21.22,10.58,2,half_space_left,3,attacking_third,False,8_21,1617,3,drawing,0,0,18,1,create,9,medium_block,False,False,17.7,-4.01,1,forward,False,False,15.23,2,running,9.99,1.97,-8.02,12.88,23.68,9.08,2.46,-6.62,42.12,31.32,-10.8,False,False,3,ahead,3,ahead,42.98,41.23,-1.66,-30.83,5,wide_right,2,middle_third,False,-1.27,-23.97,5,wide_right,2,middle_third,False,True,True,False,False,True,0.0087,0.495,0.9704,True,False,2,False,,,,False,2,3,1,True,True,True
1_15,15,1846146,1655,1697,02:37.5,02:41.7,2,37,4.2,1,2,right_to_left,1,off_ball_run,1,behind,62445,B. Banda,19,CF,610122,S. Yates,16,LW,2334,Orlando Pride,15.47,-7.08,3,center,2,middle_third,False,37.12,7.84,3,center,3,attacking_third,False,8_22,1670,3,drawing,0,0,19,2,finish,8,low_block,False,False,26.58,34.57,1,forward,False,False,22.58,3,hsr,3.5,2.95,-0.56,18.96,38.49,3.49,1.37,-2.12,36.04,16.51,-19.53,True,False,2,same_line,3,ahead,18.98,11.44,16.3,11.88,2,half_space_left,2,middle_third,False,27.58,1.52,3,center,3,attacking_third,False,True,False,,True,True,0.0598,0.5195,0.8683,True,True,0,False,True,True,False,True,1,3,2,True,True,
1_16,16,1846146,1801,1826,02:52.1,02:54.6,2,52,2.5,1,2,right_to_left,1,off_ball_run,3,cross_receiver,151151,H. McCutcheon,14,RM,22542,Marta,19,CF,2334,Orlando Pride,24.48,-0.4,3,center,3,attacking_third,False,35.85,-0.25,3,center,3,attacking_third,False,8_25,1791,3,drawing,0,0,19,2,finish,8,low_block,True,False,11.05,0.76,1,forward,False,False,16.46,2,running,9.39,5.18,-4.21,42.09,48.25,17.61,12.4,-5.21,12.91,6.75,-6.16,True,True,1,behind,1,behind,32.49,20.52,39.71,-29.1,5,wide_right,3,attacking_third,False,42.3,-19.73,4,half_space_right,3,attacking_third,True,False,False,,True,False,0.0491,0.6629,0.6258,True,False,0,False,,,,False,8,8,0,True,True,
1_17,17,1846146,2491,2500,04:01.1,04:02.0,4,1,0.9,1,1,left_to_right,1,off_ball_run,9,support,57112,N. Kuikka,8,RB,22810,M. Swanson,19,CF,2337,Chicago RS,-13.53,-33.05,5,wide_right,2,middle_third,False,-8.81,-33.4,5,wide_right,2,middle_third,False,8_31,2483,3,drawing,0,0,22,1,create,9,medium_block,False,False,4.32,-4.24,1,forward,False,False,15.86,2,running,4.51,4.21,-0.3,8.22,8.73,21.75,17.54,-4.21,46.78,46.27,-0.51,False,False,1,behind,2,same_line,9.69,6.48,-6.56,-26.32,5,wide_right,2,middle_third,False,-9.66,-26.98,5,wide_right,2,middle_third,False,False,False,,False,False,0.0019,0.6828,0.8679,True,True,0,False,,,,True,4,8,4,True,True,
1_18,18,1846146,2517,2555,04:03.7,04:07.5,4,3,3.8,1,2,right_to_left,1,off_ball_run,1,behind,62445,B. Banda,19,CF,610122,S. Yates,16,LW,2334,Orlando Pride,19.3,8.98,3,center,3,attacking_third,False,37.12,13.75,2,half_space_left,3,attacking_third,False,8_33,2516,3,drawing,0,0,23,3,quick_break,12,defending_quick_break,True,False,18.62,14.99,1,forward,False,False,17.57,2,running,4.41,1.78,-2.63,28.06,38.04,8.76,0.92,-7.84,26.94,16.96,-9.98,True,False,2,same_line,3,ahead,17.02,8.13,17.16,25.86,1,wide_left,2,middle_third,False,29.0,13.29,2,half_space_left,3,attacking_third,False,False,False,,True,True,0.0355,0.6419,0.9528,True,True,2,False,True,False,False,True,1,2,1,True,True,
1_19,19,1846146,2519,2572,04:03.9,04:09.2,4,3,5.3,1,2,right_to_left,1,off_ball_run,9,support,62389,Angelina,12,LM,610122,S. Yates,16,LW,2334,Orlando Pride,9.99,16.63,2,half_space_left,2,middle_third,False,29.85,0.24,3,center,3,attacking_third,False,8_33,2516,3,drawing,0,0,23,3,quick_break,12,defending_quick_break,True,False,25.51,-39.53,1,forward,False,True,17.57,2,running,5.06,2.5,-2.56,28.45,40.79,18.46,10.94,-7.52,26.55,14.21,-12.34,True,True,1,behind,2,same_line,12.13,4.3,17.9,25.83,1,wide_left,2,middle_third,False,31.65,4.15,3,center,3,attacking_third,False,True,True,False,True,False,0.0302,0.9294,0.9352,True,False,2,False,,,,True,7,7,0,True,True,True
1_20,20,1846146,2543,2568,04:06.3,04:08.8,4,6,2.5,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151602,A. Watt,17,RW,610122,S. Yates,16,LW,2334,Orlando Pride,21.62,-5.78,3,center,3,attacking_third,False,32.71,-13.05,4,half_space_right,3,attacking_third,False,8_33,2516,3,drawing,0,0,23,3,quick_break,12,defending_quick_break,True,False,12.86,-33.25,1,forward,True,False,21.0,3,hsr,10.04,12.41,2.37,33.87,40.52,12.25,7.81,-4.44,21.13,14.48,-6.65,False,False,1,behind,2,same_line,25.22,19.6,26.65,18.93,2,half_space_left,3,attacking_third,False,31.28,6.5,3,center,3,attacking_third,False,False,False,,True,False,0.0294,0.9222,0.924,True,False,2,False,,,,True,6,5,-1,True,True,
1_21,21,1846146,2569,2584,04:08.9,04:10.4,4,8,1.5,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,151602,A. Watt,17,RW,62389,Angelina,12,LM,2334,Orlando Pride,33.19,-13.3,4,half_space_right,3,attacking_third,False,38.91,-18.26,4,half_space_right,3,attacking_third,True,8_34,2582,3,drawing,0,0,23,3,quick_break,12,defending_quick_break,True,False,7.18,-40.93,1,forward,False,False,18.19,2,running,12.27,11.92,-0.35,40.59,42.8,7.4,3.89,-3.51,14.41,12.2,-2.21,False,False,3,ahead,3,ahead,15.04,16.45,28.92,1.12,3,center,3,attacking_third,False,33.08,-2.88,3,center,3,attacking_third,False,False,False,,False,False,0.014,0.8002,0.9724,True,True,1,False,,,,True,4,6,2,True,True,
1_22,22,1846146,2569,2587,04:08.9,04:10.7,4,8,1.8,1,2,right_to_left,1,off_ball_run,9,support,610122,S. Yates,16,LW,62389,Angelina,12,LM,2334,Orlando Pride,31.38,5.91,3,center,3,attacking_third,False,32.31,-4.1,3,center,3,attacking_third,False,8_34,2582,3,drawing,0,0,23,3,quick_break,12,defending_quick_break,True,False,10.06,-84.69,4,sideway_right,False,False,20.0,3,hsr,1.73,3.53,1.8,40.59,43.58,9.21,11.27,2.06,14.41,11.42,-2.99,True,True,2,same_line,2,same_line,5.38,1.42,28.92,1.12,3,center,3,attacking_third,False,33.56,-3.43,3,center,3,attacking_third,False,False,False,,False,False,0.0136,0.8284,0.7435,True,True,1,True,,,,True,7,6,-1,True,True,
1_23,23,1846146,2852,2864,04:37.2,04:38.4,4,37,1.2,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,817610,J. Joseph,17,RW,22810,M. Swanson,19,CF,2337,Chicago RS,4.14,-12.93,4,half_space_right,2,middle_third,False,8.54,-16.96,4,half_space_right,2,middle_third,False,8_35,2862,3,drawing,0,0,25,1,create,9,medium_block,False,False,6.0,-42.49,1,forward,False,False,17.79,2,running,2.03,3.36,1.33,6.84,11.5,2.7,2.96,0.26,48.16,43.5,-4.66,True,True,3,ahead,3,ahead,11.18,11.53,0.99,-23.66,5,wide_right,2,middle_third,False,0.15,-24.87,5,wide_right,2,middle_third,False,False,False,,False,True,0.0086,0.3571,0.8838,True,True,1,False,,,,True,2,2,0,False,False,
1_24,24,1846146,2860,2891,04:38.0,04:41.1,4,38,3.1,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,151149,S. Groom,16,LW,22810,M. Swanson,19,CF,2337,Chicago RS,-4.72,9.14,3,center,2,middle_third,False,8.74,-1.91,3,center,2,middle_third,False,8_35,2862,3,drawing,0,0,25,1,create,9,medium_block,False,False,17.0,-39.38,1,forward,False,False,20.32,3,hsr,14.68,5.18,-9.5,9.87,18.55,14.59,9.81,-4.78,45.13,36.45,-8.68,False,True,1,behind,3,ahead,33.93,21.42,0.13,-24.44,5,wide_right,2,middle_third,False,4.11,-22.82,5,wide_right,2,middle_third,False,True,True,True,False,True,0.005,0.6109,0.5164,False,True,1,False,,,,False,4,6,2,False,False,True
1_25,25,1846146,2877,2915,04:39.7,04:43.5,4,39,3.8,1,1,left_to_right,1,off_ball_run,9,support,627434,A. Schlegel,15,AM,151149,S. Groom,16,LW,2337,Chicago RS,4.27,-15.43,4,half_space_right,2,middle_third,False,16.11,-1.78,3,center,2,middle_third,False,8_36,2891,3,drawing,0,0,25,1,create,9,medium_block,False,False,18.29,49.06,3,sideway_left,False,True,17.25,2,running,3.06,3.4,0.34,15.17,26.56,10.9,10.45,-0.45,39.83,28.44,-11.39,True,True,2,same_line,2,same_line,20.06,7.13,2.25,4.53,3,center,2,middle_third,False,14.98,-8.82,3,center,2,middle_third,False,False,False,,False,False,0.013,0.6694,0.9331,True,True,2,False,,,,True,4,4,0,True,True,
1_26,26,1846146,2882,2912,04:40.2,04:43.2,4,40,3.0,1,1,left_to_right,1,off_ball_run,8,run_ahead_of_the_ball,817610,J. Joseph,17,RW,151149,S. Groom,16,LW,2337,Chicago RS,12.85,-14.92,4,half_space_right,2,middle_third,False,20.79,-2.3,3,center,3,attacking_third,False,8_36,2891,3,drawing,0,0,25,1,create,9,medium_block,False,False,14.91,57.82,3,sideway_left,False,True,17.79,2,running,3.29,4.36,1.07,16.51,25.53,3.66,4.74,1.08,38.49,29.47,-9.02,True,True,3,ahead,3,ahead,18.98,8.36,4.67,2.21,3,center,2,middle_third,False,14.75,-8.08,3,center,2,middle_third,False,False,False,,True,True,0.0223,0.4995,0.9669,True,True,2,False,,,,True,4,4,0,True,True,
1_27,27,1846146,2898,2908,04:41.8,04:42.8,4,41,1.0,1,1,left_to_right,1,off_ball_run,9,support,22810,M. Swanson,19,CF,151149,S. Groom,16,LW,2337,Chicago RS,6.67,-21.75,5,wide_right,2,middle_third,False,10.68,-20.43,5,wide_right,2,middle_third,False,8_36,2891,3,drawing,0,0,25,1,create,9,medium_block,False,False,4.22,18.22,1,forward,False,False,15.17,2,running,10.15,11.4,1.25,20.53,24.1,13.86,13.42,-0.44,34.47,30.9,-3.57,True,True,1,behind,1,behind,17.95,13.83,11.28,-4.4,3,center,2,middle_third,False,14.17,-7.05,3,center,2,middle_third,False,False,False,,False,False,0.0076,0.8781,0.9114,True,False,2,False,,,,True,6,6,0,True,True,
1_28,28,1846146,2993,3024,04:51.3,04:54.4,4,51,3.1,1,2,right_to_left,1,off_ball_run,7,pulling_wide,817541,C. Dyke,8,RB,441597,E. Madril Sams,6,RCB,2334,Orlando Pride,-26.47,-21.01,5,wide_right,1,defensive_third,False,-13.53,-32.55,5,wide_right,2,middle_third,False,8_39,2976,3,drawing,0,0,27,0,build_up,10,high_block,False,False,16.8,-41.73,1,forward,False,False,20.12,3,hsr,16.15,9.78,-6.36,3.74,7.08,30.21,20.61,-9.6,51.26,47.92,-3.34,False,False,2,same_line,3,ahead,12.7,19.79,-28.29,-8.44,3,center,1,defensive_third,False,-23.03,-15.19,4,half_space_right,1,defensive_third,False,True,True,True,False,False,0.0001,0.9962,0.9688,True,True,0,False,,,,True,8,10,2,True,True,True
1_29,29,1846146,3004,3034,04:52.4,04:55.4,4,52,3.0,1,2,right_to_left,1,off_ball_run,6,pulling_half_space,62445,B. Banda,19,CF,817541,C. Dyke,8,RB,2334,Orlando Pride,2.92,-7.13,3,center,2,middle_third,False,8.13,-21.29,5,wide_right,2,middle_third,False,8_40,3024,3,drawing,0,0,28,1,create,9,medium_block,False,False,16.34,-69.8,4,sideway_right,True,False,19.41,2,running,0.69,1.23,0.54,4.46,10.82,1.54,2.69,1.15,50.54,44.18,-6.36,True,True,3,ahead,3,ahead,31.23,22.35,-22.79,-24.85,5,wide_right,1,defensive_third,False,-9.69,-34.78,5,wide_right,2,middle_third,False,True,False,,False,True,0.0016,0.6179,0.9636,True,True,1,False,,,,True,4,2,-2,True,True,
1_30,30,1846146,3008,3034,04:52.8,04:55.4,4,52,2.6,1,2,right_to_left,1,off_ball_run,1,behind,151602,A. Watt,17,RW,817541,C. Dyke,8,RB,2334,Orlando Pride,-5.89,-33.15,5,wide_right,2,middle_third,False,9.67,-32.88,5,wide_right,2,middle_third,False,8_40,3024,3,drawing,0,0,28,1,create,9,medium_block,False,False,16.2,0.99,1,forward,False,False,22.35,3,hsr,6.84,4.57,-2.27,4.8,10.82,10.69,1.15,-9.54,50.2,44.18,-6.02,False,False,3,ahead,3,ahead,16.71,19.45,-21.2,-26.46,5,wide_right,1,defensive_third,False,-9.69,-34.78,5,wide_right,2,middle_third,False,False,False,,False,True,0.0011,0.4625,0.9137,True,True,1,False,True,False,False,True,2,5,3,True,True,
1_31,31,1846146,3233,3258,05:15.3,05:17.8,5,15,2.5,1,2,right_to_left,1,off_ball_run,1,behind,151151,H. McCutcheon,14,RM,22542,Marta,19,CF,2334,Orlando Pride,15.4,1.11,3,center,2,middle_third,False,28.97,7.62,3,center,3,attacking_third,False,8_48,3223,3,drawing,0,0,31,1,create,9,medium_block,False,False,14.43,25.63,1,forward,False,False,21.77,3,hsr,2.75,2.91,0.16,19.04,28.93,3.64,-0.04,-3.68,35.96,26.07,-9.89,True,False,3,ahead,3,ahead,17.62,20.7,3.37,13.98,2,half_space_left,2,middle_third,False,10.58,17.13,2,half_space_left,2,middle_third,False,True,False,,True,True,0.0236,0.3637,0.9213,True,False,0,False,True,False,False,False,0,4,4,True,True,
1_32,32,1846146,3943,3956,06:26.3,06:27.6,6,26,1.3,1,2,right_to_left,1,off_ball_run,7,pulling_wide,22542,Marta,19,CF,817541,C. Dyke,8,RB,2334,Orlando Pride,0.85,-17.26,4,half_space_right,2,middle_third,False,0.56,-23.08,5,wide_right,2,middle_third,False,8_61,3941,3,drawing,0,0,35,6,direct,15,defending_direct,False,False,5.42,-92.85,4,sideway_right,True,False,16.07,2,running,3.65,4.05,0.4,11.72,12.43,10.87,11.87,1.0,43.28,42.57,-0.71,True,True,3,ahead,3,ahead,18.94,16.31,-17.42,-22.27,5,wide_right,2,middle_third,False,-15.75,-23.46,5,wide_right,2,middle_third,False,True,False,,False,False,0.0008,0.8137,0.9381,True,True,0,False,,,,True,6,6,0,True,True,
